,text
3311,is your insurance plan leaving #fehbp? http://ow.ly/te9zj 
3312,why the new omb procurement memo is bigger than you think.http://ow.ly/teanw 
3313,what does 50 years of technology advancement look like? http://ow.ly/tvpkq pic.twitter.com/hm42igbogk
3314,6 plans leaving the fehbp during open season http://ow.ly/35rgms 
3315,6 plans leaving the fehb during open season http://ow.ly/35rvdr 
3316,new rule limits feds to 3 it contracts. no new ones.  http://ow.ly/tvpsv 
3317,omb memo ushers major shift in federal procurement http://ow.ly/35qzfd 
3318,new keynote: jeh johnson to speak at #cybersecurity event #cybercon2015  [register http://bit.ly/cybercon2015 ]pic.twitter.com/kok5i13b4q
3319,former dod it manager to serve 7 years for sex with a minor http://ow.ly/35qnbf 
3320,what does 50 years of technology advancement look like? http://ow.ly/tvpgo pic.twitter.com/gxekmwycuk
3321,report: state's cybersecurity worsened under clinton http://ow.ly/35nsj7 
3322,state's cybersecurity worsened under clinton http://ow.ly/35ndeh 
3323,"if you (or your advisor) make these mistakes, your retirement plan is at risk #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/mcuqtwpdjs"
3324,what does 50 years of technology advancement look like? http://ow.ly/tvpcw pic.twitter.com/sj9vqdjkfm
3325,federal retirement university: when to respond to market volatility http://ow.ly/35mlcy 
3326,survey: 32 percent of feds using dated server software http://ow.ly/35mxcs 
3327,$50b eis finally out from  http://ow.ly/tvqb8 
3328,$50b eis finally out from  http://ow.ly/tvq1c 
3329,what does 50 years of technology advancement look like? http://ow.ly/tvp7z pic.twitter.com/0hoo8fskre
3330,new rule limits feds to 3 it contracts. no new ones.  http://ow.ly/tvppk 
3331,new rule limits feds to 3 it contracts. http://ow.ly/tvpax 
3332,new rule limits feds to 3 it contracts. no new ones.  http://ow.ly/tvpnm 
3333,$50b eis finally out from  http://ow.ly/tvq8u 
3334,1 month left: #cyber industry personnel register for our #cybercon2015 event! http://bit.ly/cybercon2015 pic.twitter.com/9flpkoi4je
3335,what does 50 years of technology advancement look like? http://ow.ly/tvonz 
3336,what does 50 years of technology advancement look like? http://ow.ly/tvp3g pic.twitter.com/lw28ax54eq
3337,what does 50 years of technology advancement look like? http://ow.ly/tvozw pic.twitter.com/fcoifdnblw
3338,gao audit of navy’s pay systems finds failures amongst progress http://ow.ly/35egz2 
3339,engineer sentenced for selling supercarrier plans to fbi agent http://ow.ly/35duxw 
3340,david devries shares successes & setbacks to data lockdown  #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/abgn0klrbc
3341,50 years of technology http://ow.ly/35dy1h 
3342,gsa releases final rfp for $50b eis telecom vehicle http://ow.ly/35douz 
3343,drones and airports don't mix. http://ow.ly/tmjtx 
3344,should agency it shops be builders or advisers? http://ow.ly/35d2lx 
3345,fed job seekers:  teaches you how to craft a winning resume. http://ow.ly/tjobn pic.twitter.com/3z7bs5vv1x
3346,. calls for more objectivity in policy debates.  http://ow.ly/tdvbm pic.twitter.com/j3x2myjzal
3347,white house moves forward with category management http://ow.ly/35ain7 
3348,the secrets of investing for retirement income #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/cqwcpte2f3
3349,the incredible shrinking workplace http://ow.ly/35zwir 
3350,. awards  $300m contract. http://ow.ly/tjdkm 
3351,no cola means 'financial gut punch' for some retirees http://ow.ly/35zitb 
3352,ig: health benefits eligibility not always confirmed at irs http://ow.ly/35x0ql 
3353,new http://cloud.gov  platform centralizes infrastructure expertise http://ow.ly/35wqnl 
3354,drones and airports don't mix.http://ow.ly/tmjs5 
3355,how to effectively draw commercial innovation into the govt enterprise -   #cybercon2015...
3356,fdic gets new cio http://ow.ly/35whdo 
3357,"which is older,  or federal times? find the answer here: http://ow.ly/tdwi0 pic.twitter.com/ff09dl8gq5"
3358,irs pays a premium for support of outdated microsoft software http://ow.ly/35vqqp 
3359,how understaffing affects performance standards #mspb. http://ow.ly/tjd5s 
3360,usaid awards macfadden $300m contract. http://ow.ly/tjdjp 
3361,fed job seekers:  teaches you how to craft a winning resume. http://ow.ly/tjos5 pic.twitter.com/gcd5aq3q4l
3362,drones and airports don't mix. http://ow.ly/tmjou 
3363,drones and airports don't mix. http://ow.ly/tmjqu 
3364,"50 years ago: what's changed, what hasn't, since federal times' debut. http://ow.ly/sxgvo "
3365,. awards  $300m contract. http://ow.ly/tjdqf pic.twitter.com/xsnermxeoj
3366,"amid budget uncertainty, army finds new ways to save http://ow.ly/35txrn "
3367,energy awards $35m to protect power grid from cyberattacks http://ow.ly/35tony 
3368,fed job seekers:  teaches you how to craft a winning resume. http://ow.ly/tjovw pic.twitter.com/b0rq3mnoqu
3369,officials: be specific about cybersecurity during acquisition http://ow.ly/35t2ya 
3370,how understaffing affects performance standards #mspb. http://ow.ly/tjd0d 
3371,18f launches digital economy practice http://ow.ly/35srgk 
3372,faa testing system to locate drone operators flying illegally http://ow.ly/35sfdj 
3373,. awards macfadden $300m contract. http://ow.ly/tjdbs pic.twitter.com/y0cmhair3t
3374,how understaffing affects performance standards #mspb. http://ow.ly/tjcyo 
3375,fed job seekers:  teaches you how to craft a winning resume. http://ow.ly/tjoja pic.twitter.com/ekbehcpozq
3376,. awards  $300m contract. http://ow.ly/tjdrh 
3377,understaffing can make performance standards unreasonable http://ow.ly/35psmp 
3378,cyber best practices: 5 steps you can take to improve agency cyber posture (via tony sager ) #cybercon2015...
3379,"which is older,  or federal times? find the answer here: http://ow.ly/tdwi0 pic.twitter.com/szjvb2pugc"
3380,macfadden picks up $300m usaid contract http://ow.ly/35pd6x 
3381,can #fitara succeed where earlier attempts failed to improve federal it management? http://ow.ly/t62hj 
3382,. calls for more objectivity in policy debates.  http://ow.ly/tdv89 pic.twitter.com/5s9zpnbum7
3383,are you ready to retire from the govt? here's how you avoid the traps & pitfalls #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/q7bt6qjgcc
3384,. on dod's long road to project management.  http://ow.ly/t62mx 
3385,. calls for more objectivity in policy debates.  http://ow.ly/tdv4p pic.twitter.com/cb65tkgj5w
3386,true or false: the modern treasury dept is older than federal times. find the answer here: http://ow.ly/tdwi0 pic.twitter.com/z9qhf4mp3i
3387,why do government employees around the world feel better about digital than u.s. feds? http://ow.ly/t61xq 
3388,learn how agencies can spot security holes before the hackers do at #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/uxymeflerg
3389,partnering could be dod's path to advance technology faster http://ow.ly/35j1pf 
3390,true or false: the modern treasury dept is older than federal times. find the answer here: http://ow.ly/tdwi0 pic.twitter.com/4iv9zw1j8k
3391,. calls for more objectivity in policy debates.  http://ow.ly/tduw4 pic.twitter.com/ug9hj4k994
3392,bid-rigging ringleader sentenced to 88 months http://ow.ly/35i6ga 
3393,"which is older,  or federal times? find the answer here: http://ow.ly/tdwi0 pic.twitter.com/cul4juygzd"
3394,partnering could be dod's path to advance techonlogy faster http://ow.ly/35hliq 
3395,. calls for more objectivity in policy debates.  http://ow.ly/tdvev 
3396,fitara's trickle-down effect on component and bureau cios http://ow.ly/35hdfr 
3397,10 agencies younger than federal times http://ow.ly/35hraf 
3398,true or false: federal times was born before the office of management and budget. find the answer here: http://ow.ly/tdwi0 
3399,one way to untangle knotty mobile management. http://ow.ly/t8z89 
3400,this week in federal times: feds doubt government's digital acumen http://ow.ly/35fa8d 
3401,bonosaro to retire from sea presidency.  http://ow.ly/t8zuh 
3402,. honors 2015 'sammies' winners. http://ow.ly/t8zua pic.twitter.com/ox5vnsfsqv
3403,one way to untangle knotty mobile management. http://ow.ly/t8z57 
3404,cfc sets sights on a new generation of donors http://ow.ly/35ew2g 
3405,postal employees fall to internal phishing sting http://ow.ly/35elon 
3406,nonprofits ask omb for more enforcement on earmark rule http://ow.ly/35eas5 
3407,ann barron-dicamillo   shares #cyber best practices at #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/f0ohay4pi5
3408,one way to untangle knotty mobile management. http://ow.ly/t8yxz 
3409,why do government employees around the world feel better about digital than u.s. feds? http://ow.ly/t61kj 
3410,partnership for public service honors 2015 'sammies' winners. http://ow.ly/t8zqx 
3411,bonosaro to retire from sea presidency. http://ow.ly/t8zli 
3412,one way to untangle knotty mobile management. http://ow.ly/t8z2o 
3413,cybercom starts to wield acquisition power http://ow.ly/35by0l 
3414,bonosaro to retire from sea presidency.  http://ow.ly/t8zsz 
3415,"senate passes ndaa, sets up white house showdown http://ow.ly/35bh5z "
3416,can #fitara succeed where earlier attempts failed to improve federal it management? http://ow.ly/t62f2 
3417,"ndaa passes senate, sets up white house showdown http://ow.ly/35byyo "
3418,. honors 2015 'sammies' winners. http://ow.ly/t8zh1 pic.twitter.com/ra9pvn0bol
3419,"50 years ago: what's changed, what hasn't, since federal times' debut. http://ow.ly/sxgug "
3420,why do government employees around the world feel better about digital than u.s. feds? http://ow.ly/t61rz 
3421,former white house cybersecurity adviser joins dc law firm http://ow.ly/35bc2c 
3422,. on dod's long road to project management.  http://ow.ly/t62ks 
3423,bonosaro to retire from sea http://ow.ly/35b2e9 
3424,comptroller of the currency gets out of the mobile game http://ow.ly/35aq6x 
3425,lesson 3 introduction- the retirement planning process http://ow.ly/35afui 
3426,become a more intelligent investor with this important #retirement approach #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/tmp1ksikfd
3427,jordon sims on dod's long road to project management.  http://ow.ly/t62cg 
3428,can #fitara succeed where earlier attempts failed to improve federal it management? http://ow.ly/t62wm pic.twitter.com/dqkvxmebqg
3429,. on dod's long road to project management.  http://ow.ly/t62iq 
3430,why do government employees around the world feel better about digital than u.s. feds? http://ow.ly/t61oz 
3431,why do government employees around the world feel better about digital than u.s. feds? http://ow.ly/t61ue 
3432,fevs: satisfaction edges up; leadership stays low http://ow.ly/358sjk 
3433,5 ways feds less confident on digital than global peers http://ow.ly/3588my 
3434,featuring dhs' jeh johnson and disa's alan lynn http://ow.ly/3581o0 
3435,blumenthal calls for doj investigation of va execs http://ow.ly/357bda 
3436,why fitara can succeed where clinger-cohen failed http://ow.ly/357rii 
3437,how to draw commercial innovation into the govt enterprise   #cybercon2015 http://bit.ly/cybercon2015 pic.twitter.com/cwg9nfsmcl
3438,gsa teams with energy dept. for green-efficient rfi http://ow.ly/356plk 
3439,twins sentenced for hacking into state department networks http://ow.ly/354swm 
3440,report: gsa credit card policy open to risk of abuse http://ow.ly/354z2v 
3441,bp to pay $20b to settle gulf oil spill lawsuit http://ow.ly/354nqf 
3442,lesson 2 - conclusion http://ow.ly/354cpf 
3443,plan x- scripting intrusion response http://ow.ly/35415s 
3444,"50 years ago: what's changed, what hasn't, since federal times' debut. http://ow.ly/sxggt "
3445,the shutdown debacle in 10 quotes http://ow.ly/353snq 
3446,"50 years ago: what's changed, what hasn't, since federal times' debut. http://ow.ly/sxg73 "
3447,then & now: the first federal times front page http://ow.ly/352sag 
3448,how can agencies avoid being the victim of the next security breach? #cybercon2015 [register: http://bit.ly/cybercon2015 ]pic.twitter.com/xcdisu00pd
3449,"50 years ago: what's changed, what hasn't, since federal times' debut. http://ow.ly/sxgep "
3450,may the odds be ever in your favor when it comes to retirement planning #fedwebcast http://bit.ly/fedsretirewebcast …pic.twitter.com/eepwiblcmr
3451,"50 years ago: what's changed, what hasn't, since federal times' debut. http://ow.ly/sxgcf "
3452,get ready for health cost hike. #fehbp http://ow.ly/sopnb 
3453,"paying homage to 50 years of fed times, 50 years of government http://ow.ly/34xh4n "
3454,cia debuts directorate for digital innovation http://ow.ly/34xz9w 
3455,cia stands up first new directorate in 50 years http://ow.ly/34wxwq 
